id,title,dis,com,htype,rty,fit,flo,sumflo,pri,lab
181,协信阿卡迪亚 ,滨湖区,太湖新城,2室2厅,整租,精装修,12,15层,1900,协信阿卡迪亚、精装修二房能看太湖的、此房在大桥学校对面、急
182,前进花园 ,新吴区,长江路,2室2厅,整租,毛坯,2,6层,1600,精装大两房出租 采光充足 进地铁 前进路 拎包入住
183,蓝光COCO蜜园 ,锡山区,安镇,2室2厅,整租,精装修,23,23层,1600,蓝光天一名校，精装修房拎包入住，南北通透，随时看房
184,奕淳公寓(一期) ,新吴区,长江路,1室1厅,整租,精装修,9,20层,2100,奕淳公寓，出行方便，超市商场银行医院学校齐全。
185,锦江苑 ,新吴区,长江路,2室2厅,整租,精装修,6,6层,2400,崇安区 欧尚超市对面 锦江苑 2房精装 急租
186,上里东小区 ,滨湖区,河埒口,1室1厅,整租,中等装修,5,7层,1000,河埒口地铁口旁上里东精装一室一厅 干净清爽 交通便利
187,瑞城花园北区 ,新吴区,江溪,2室2厅,整租,精装修,10,17层,1700,瑞城国际 精装两房急租 家电齐全 采光好 温馨舒适 适合居住
188,春潮花园二区 ,新吴区,江溪,2室1厅,整租,精装修,1,12层,1600,春潮花园 精装两室 采光好 家具家电齐全！
189,落霞苑第三社区 ,滨湖区,太湖新城,2室2厅,整租,精装修,18,32层,1600,落霞苑精装大两房周边配套齐全交通便利地铁南湖家园站随时看
190,太湖国际社区拾壹峰 ,滨湖区,太湖新城,2室2厅,整租,精装修,19,32层,2400,《U房置业实拍》高端小区太湖国际温馨两房首租靠万象城随时看房
191,万科东郡 ,新吴区,长江路,2室2厅,整租,毛坯,16,32层,3500,万科东郡 豪装两房 品牌家电家具齐全 全明户型 喜欢一切可谈
192,水岸佳苑A区 ,锡山区,安镇,3室2厅,整租,精装修,11,18层,1300,水岸佳苑精装三房，家具家电齐全，房东出租，急租
193,太湖花园东区 ,新吴区,长江路,1室1厅,合租,精装修,6,7层,800,太湖花园精装一房 家电齐全 拎包入住 只租女生!
194,禾嘉国际 ,梁溪区,北大街,1室1厅,整租,精装修,26,34层,1600,好房分享 禾嘉国际酒店 精品一室 配套齐全 市中心 拎包入住
195,中海凤凰熙岸 ,滨湖区,太湖新城,3室2厅,整租,精装修,34,34层,2800,中海凤凰熙岸 可免交押金可按月支付 精装小三房 随时看房
196,金都花园 ,惠山区,惠山新城,1室1厅,整租,精装修,3,12层,900,900元/月整租！1房金都花园，超值精品，随时看房
197,塔影苑西区 ,梁溪区,上马墩,3室2厅,整租,精装修,3,6层,1400,上马墩地铁口塔影苑大三房周边配套成熟 出门公交地铁出行方便
198,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,5,32层,3600,万科金域缇香，环境优美，居住适宜，设施齐全
199,融创熙园(二期) ,滨湖区,太湖新城,1室1厅,整租,精装修,3,18层,950,熙园二期 靠近江南大学东门 地铁站 星光广场
200,爱家金河湾 ,梁溪区,广丰,2室2厅,整租,精装修,16,33层,2000,紧邻火车站 靠近酒吧街 交通便利 拎包入住 房东急租
201,金海里小区 ,梁溪区,江海,1室1厅,整租,精装修,3,6层,1200,长江路 欧尚旁 金海里 地段繁华 交通便利 干净清爽 急租！
202,沁园新村 ,梁溪区,清名桥,3室2厅,整租,中等装修,6,6层,2500,清扬路上，三房全装设施齐，近人民医院和金城高架，可做员工宿舍
203,欧典家园 ,新吴区,长江路,2室1厅,整租,简单装修,3,7层,1650,新区 哥伦布广场旁 欧尚后 首创悦府对面  领包入住
204,景南苑 ,新吴区,长江路,2室1厅,合租,精装修,3,6层,800,《U房置业实拍》景南苑主卧带阳台 干净清爽 采光佳 拎包入住
205,新安花苑二区 ,新吴区,新安,2室1厅,合租,中等装修,5,6层,650,新安花苑朝阳主卧出租，家电齐全，交通方便，靠近菜市场，随看房
206,爱家金河湾 ,梁溪区,广丰,1室1厅,整租,精装修,8,28层,2000,火车站附近 次新小区 爱家金河湾 交通便捷 拎包即住随时看房
207,叙丰家园 ,新吴区,长江路,2室2厅,整租,中等装修,4,6层,1600,好房来了 诚意出租 随时看房 急急急急
208,香山名园 ,新吴区,旺庄,2室1厅,整租,精装修,16,32层,2400,香山名园精装两房，温馨舒适，给您家的感觉，好房不等人啊！
209,塔影景苑 ,梁溪区,上马墩,3室2厅,整租,精装修,19,33层,2500,上马墩路 塔影景苑精装修大三房周边交通便捷设施齐全拎包入住
210,叙丰家园 ,新吴区,长江路,1室1厅,整租,精装修,2,7层,1100,新区 前进花园 1室精装 家电齐全 户型方正 交通方便
211,魅力万科城二区 ,滨湖区,太湖新城,3室1厅,整租,简单装修,16,18层,2000,万科二期优质大三房 空间面积宽敞、附近交通便利、 诚售
212,盛星苑 ,梁溪区,金星,3室2厅,整租,精装修,2,6层,2000,盛星苑中装三房大客厅，近中星苑近九龙仓时代上城看房方便
213,太湖国际社区珀丽南岸 ,滨湖区,太湖新城,2室2厅,整租,精装修,8,28层,2800,《U房置业实拍》太湖国际精装两房！近万象城！交通便利！诚租！
214,梁湖南苑 ,滨湖区,河埒口,2室2厅,整租,精装修,8,11层,1600,梁湖南苑 两室一厅 全新精装修 干净清爽 看房方便 拎包入住
215,天鹅湖花园A区 ,滨湖区,太湖新城,3室2厅,整租,精装修,18,23层,2800,天鹅湖精装三房 南北通透 全天采光 近江南大学 博大假日广场
216,龙湖滟澜山 ,新吴区,新安,1室2厅,整租,精装修,5,9层,2500,一线湖景 精装复式公寓 房东自住装修 第壹次出租 配套齐全
217,泰伯花苑五区 ,新吴区,梅村,3室1厅,合租,精装修,4,15层,600,泰伯五期 3室出租一间 房子很干净的 好房不等人 需要的来
218,黄巷新村 ,梁溪区,黄巷,2室2厅,整租,毛坯,5,6层,1400,黄巷新村精装2房 拎包入住  房东外出急租 随时看房
219,大丁佳苑北区 ,滨湖区,河埒口,2室1厅,整租,精装修,5,18层,1500,大丁佳苑 靠地铁口 精装两房 家具家电齐全 拎包入住 急租
220,新光嘉园 ,新吴区,长江路,2室2厅,整租,精装修,12,34层,1500,旺庄路~新光嘉园精装2室2厅，家电齐全，毗邻宝龙广场
221,万裕苑 ,新吴区,江溪,2室2厅,整租,精装修,7,18层,1450,新区万裕苑电梯2房 户型好 采光好 家电齐全 拎包入住
222,溪南里 ,滨湖区,河埒口,2室2厅,整租,精装修,12,24层,2700,整租溪南里月溪苑北桥人家两房精装 大统华超市月秀花园
223,梅荆花苑一期 ,新吴区,梅村,2室1厅,整租,精装修,5,6层,1600,梅荆一期 带空调大2房 家电齐全 可做饭 拎包即住 看房预约
224,富安华庭 ,滨湖区,河埒口,1室1厅,整租,精装修,29,31层,2000,梁溪路  河埒地铁站 富安华庭  小区安静舒适 不吵不闹
225,万达公寓 ,滨湖区,河埒口,1室1厅,整租,精装修,8,18层,1000,万达公寓 城市中心 精装一室 拎包入住 设施齐全
226,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,19,30层,3500,万科租售中心，万科金域缇香一期小三房，3500包物业诚意出租
227,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,28层,2500,地暖房 太湖国际精装两房 带中央空调 自住装修 近万象城 急
228,荣巷新村 ,滨湖区,河埒口,2室1厅,整租,中等装修,1,7层,1550,荣巷新村 清爽装修两房 一楼带院子 拎包入住
229,荣巷新村 ,滨湖区,河埒口,1室1厅,整租,中等装修,1,6层,800,荣巷新村 800元 1室1厅1卫 中装，干净整洁，随时入住
230,太湖国际社区拾壹峰 ,滨湖区,太湖新城,3室2厅,整租,精装修,19,32层,2900,太湖国际欧式装修大三房 近万象城 大剧院地铁口 华润万家超市
231,瑞城花园南区 ,新吴区,江溪,2室2厅,整租,毛坯,5,24层,1700,新区长江北路附近瑞城国际附近精装两房买房买房找小
232,荣耀花园 ,梁溪区,崇安寺,2室2厅,整租,精装修,12,18层,2200,金桥小学旁荣耀花园 精装温馨两房电梯直达 出门时地铁近八佰伴
233,天鹅湖熙园二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,13层,2300,熙园中式大两房近 江南大学 地铁口 博大假日广场 星光广场
234,五河新村 ,梁溪区,黄巷,2室1厅,整租,中等装修,6,7层,1500,101医院旁五河新村黄巷新村干净清爽两房，配套齐全，出行方便
235,仙河苑一期 ,滨湖区,太湖新城,2室1厅,整租,精装修,15,30层,1800,仙河苑精装两房 小区配套成熟 近雪浪中学 长广溪D铁华莱坞影
236,阳光城市花园D区 ,梁溪区,金星,1室2厅,整租,精装修,10,18层,1800,阳光商圈，阳光城市花园精装公寓，采光佳，出行便利随时看房
237,万达广场 ,滨湖区,河埒口,2室2厅,整租,精装修,20,25层,2300,精装修万达广场大两房，地铁口 ，交通便利，品牌家具暂未搬进
238,阳光100国际新城 ,惠山区,天一新城,3室2厅,整租,精装修,3,18层,1800,《U房置业实拍》阳光100精装三房，中间楼层，光线好
239,新江南花园 ,梁溪区,清名桥,3室2厅,整租,中等装修,7,7层,2600,新江南花园3房出租 太湖广场 地铁口
240,万科金域缇香 ,新吴区,长江路,3室2厅,整租,精装修,19,30层,3500,万科租售中心，万科金域缇香一期小三房，3500包物业诚意出租
241,太湖国际社区星辉塞纳 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,28层,2500,地暖房 太湖国际精装两房 带中央空调 自住装修 近万象城 急
242,荣巷新村 ,滨湖区,河埒口,2室1厅,整租,中等装修,1,7层,1550,荣巷新村 清爽装修两房 一楼带院子 拎包入住
243,奥林花园A区 ,滨湖区,河埒口,3室2厅,整租,精装修,3,17层,3000,奥林花园家乐福超市新体育中心旁 婚装3房 建筑路近新梁溪人家
244,荣巷新村 ,滨湖区,河埒口,1室1厅,整租,中等装修,1,6层,800,荣巷新村 800元 1室1厅1卫 中装，干净整洁，随时入住
245,太湖国际社区拾壹峰 ,滨湖区,太湖新城,3室2厅,整租,精装修,19,32层,2900,太湖国际欧式装修大三房 近万象城 大剧院地铁口 华润万家超市
246,瑞城花园南区 ,新吴区,江溪,2室2厅,整租,毛坯,5,24层,1700,新区长江北路附近瑞城国际附近精装两房买房买房找小
247,荣耀花园 ,梁溪区,崇安寺,2室2厅,整租,精装修,12,18层,2200,金桥小学旁荣耀花园 精装温馨两房电梯直达 出门时地铁近八佰伴
248,天鹅湖熙园二期 ,滨湖区,太湖新城,2室2厅,整租,精装修,11,13层,2300,熙园中式大两房近 江南大学 地铁口 博大假日广场 星光广场
249,五河新村 ,梁溪区,黄巷,2室1厅,整租,中等装修,6,7层,1500,101医院旁五河新村黄巷新村干净清爽两房，配套齐全，出行方便
250,万科金域缇香东区 ,新吴区,江溪,2室2厅,整租,豪华装修,7,30层,2500,万科金域缇香房源实拍 价格真实 随时可看房可入住
251,仙河苑一期 ,滨湖区,太湖新城,2室1厅,整租,精装修,15,30层,1800,仙河苑精装两房 小区配套成熟 近雪浪中学 长广溪D铁华莱坞影
252,阳光城市花园D区 ,梁溪区,金星,1室2厅,整租,精装修,10,18层,1800,阳光商圈，阳光城市花园精装公寓，采光佳，出行便利随时看房
253,万达广场 ,滨湖区,河埒口,2室2厅,整租,精装修,20,25层,2300,精装修万达广场大两房，地铁口 ，交通便利，品牌家具暂未搬进
254,阳光100国际新城 ,惠山区,天一新城,3室2厅,整租,精装修,3,18层,1800,《U房置业实拍》阳光100精装三房，中间楼层，光线好
255,新江南花园 ,梁溪区,清名桥,3室2厅,整租,中等装修,7,7层,2600,新江南花园3房出租 太湖广场 地铁口
256,瑜憬湾 ,滨湖区,河埒口,2室2厅,整租,精装修,5,33层,3300,瑜憬湾精装两室周边设施齐全靠近《联创大厦》周边设施齐全采光佳
257,惠鹿苑 ,梁溪区,山北,2室1厅,合租,简单装修,3,18层,500,惠鹿苑 随时看房 可长期出租
258,尚锦城B区 ,滨湖区,太湖新城,1室2厅,整租,精装修,12,27层,1000,尚锦城精装一室一厅近外国语塘铁桥房东自住装修房东急租
259,富城湾 ,梁溪区,黄巷,3室2厅,合租,豪华装修,10,11层,2800,真实房，旅游职中，广石家园《富城湾，2800元/月，拎包入住
260,新惠家园二期 ,梁溪区,山北,2室1厅,整租,中等装修,1,7层,1500,《U房置业实拍》新惠家园火爆2房
261,长乐苑 ,惠山区,惠山新城,1室1厅,合租,精装修,5,11层,500,长乐苑 大单间出租 男女不限 广场旁，园区旁
262,理想城市花园 ,惠山区,惠山新城,5室2厅,合租,中等装修,2,11层,500,理想城市花园简装房找合租
263,长欣大厦 ,新吴区,长江路,2室2厅,整租,精装修,2,6层,2200,宝龙边电梯好房长欣大厦 豪华装 房东诚心租 只要2200
264,富安华庭 ,滨湖区,河埒口,1室1厅,整租,毛坯,15,32层,2300,富安华庭15楼精装全配单间2300
265,融科玖玖城 ,滨湖区,太湖新城,2室2厅,整租,精装修,26,34层,2800,地铁房！融科精装两房 家电齐全 包物业 近海岸城 八方汇
266,梅荆花苑二期 ,新吴区,梅村,2室1厅,整租,精装修,6,11层,1600,梅荆电梯 精装2房 家电齐全 可做饭 拎包即住 看房提前预约
267,苏宁悦城北区 ,滨湖区,太湖新城,3室2厅,整租,精装修,6,32层,2200,苏宁悦城自住精装修小三房 家电齐全 位置佳 采光好 随时看房
268,融创花溪美墅(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,18,27层,2100,《千家万沪实拍》熙园3期 自住精装2房 南北通透 近江大
269,朗诗新郡 ,滨湖区,太湖新城,2室2厅,整租,毛坯,24,45层,2450,朗诗新郡精装2房，家具家电齐全，周围交通方便，关键价格实惠
270,沁园新村 ,梁溪区,清名桥,1室1厅,整租,中等装修,3,6层,1300,沁园新村一室一厅整租 中间楼层  六中对面
271,复兴路小区 ,梁溪区,崇安寺,1室1厅,整租,中等装修,5,7层,1300,市中心崇安寺恒隆广场 复兴路一房 设施齐全交通方便 拎包入住
272,周新苑(三期) ,滨湖区,太湖新城,2室2厅,整租,精装修,20,28层,2000,周新苑精装两房 随时看房 配套齐全 拎包入住 近海岸城地铁口
273,绿城玉兰花园一期 ,滨湖区,太湖新城,2室2厅,整租,豪华装修,10,17层,4800,玉兰东花园 豪华精装修 宁静中的奢华  锡师附小 三开间朝南
274,五洲幸福湾 ,锡山区,羊尖,1室1厅,合租,精装修,10,28层,800,羊尖五洲幸福湾精装修次卧出租 设施齐全 拎包入住 可短租
275,永泰二村 ,梁溪区,清名桥,1室1厅,整租,中等装修,5,5层,800,永泰二村 地铁沿线 清明桥地铁站 茂业旁 单间 拎包入住
276,优族联盟 ,梁溪区,崇安寺,1室1厅,整租,中等装修,12,18层,1600,苏宁广场崇安寺旁优族联盟精装单间1600圆看房随时
277,魅力万科城酩悦 ,滨湖区,太湖新城,4室2厅,整租,精装修,6,11层,8000,魅力万科精装大四房出租 家电家具齐全 拎包入住 房东诚心出租
278,甲壳虫2933小区 ,梁溪区,广益,1室1厅,整租,精装修,10,18层,1300,甲壳虫复式单身公寓 家电齐全 装修温馨舒适 随时看房拎包入住
279,联心嘉园二期 ,新吴区,梅村,3室1厅,整租,精装修,6,18层,1600,联心嘉园二期精装与老街隔一条街临学校与医院交通方便风景宜人
280,协信未来城 ,梁溪区,山北,3室1厅,整租,中等装修,5,10层,1800,协信未来城中装三房出租 靠近百乐广场 家电齐全。拎包入住。。
281,观山名筑(一期) ,滨湖区,太湖新城,2室2厅,整租,精装修,31,32层,2000,观山名筑精装两房 房东自住装修急租 近传感网 看房有钥匙！
282,苏宁雅悦国际公寓 ,梁溪区,崇安寺,1室1厅,整租,豪华装修,36,65层,4100,市中心苏宁雅悦公寓 香港设计师设计装修 从未出租 近崇安寺
283,湖滨南苑 ,滨湖区,河埒口,2室2厅,整租,精装修,11,15层,1700,工业设计园旁湖滨南苑新出两室精装拎包入住靠喜年中心蠡园小学
